Mission_ID;Mission_Month;Mission_Day;Mission_Year;Target_Longitude;Target_Latitude;Target_Country;Target_City;Theater of Operations;Country;Air Force;Unit ID;Aircraft Series;Callsign;Mission Type;Takeoff Base;Takeoff Location;Takeoff Latitude;Takeoff Longitude;Target ID;Target Type;Target Industry;Target Priority;Altitude (Hundreds of Feet);Airborne Aircraft;Attacking Aircraft;Bombing Aircraft;Aircraft Returned;Aircraft Failed;Aircraft Damaged;Aircraft Lost;High Explosives;High Explosives Type;High Explosives Weight (Pounds);High Explosives Weight (Tons);Incendiary Devices;Incendiary Devices Type;Incendiary Devices Weight (Pounds);Incendiary Devices Weight (Tons);Fragmentation Devices;Fragmentation Devices Type;Fragmentation Devices Weight (Pounds);Fragmentation Devices Weight (Tons);Total Weight (Pounds);Total Weight (Tons);Time Over Target;Bomb Damage Assessment;"Source ID;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mission ID;Mission_Date;Theater of Operations;Country;Air Force;Unit ID;Aircraft Series;Callsign;Mission Type;Takeoff Base;Takeoff Location;Takeoff Latitude;Takeoff Longitude;Target ID;Target Country;Target City;Target Type;Target Industry;Target Priority;Target Latitude;Target Longitude;Altitude (Hundreds of Feet);Airborne Aircraft;Attacking Aircraft;Bombing Aircraft;Aircraft Returned;Aircraft Failed;Aircraft Damaged;Aircraft Lost;High Explosives;High Explosives Type;High Explosives Weight (Pounds);High Explosives Weight (Tons);Incendiary Devices;Incendiary Devices Type;Incendiary Devices Weight (Pounds);Incendiary Devices Weight (Tons);Fragmentation Devices;Fragmentation Devices Type;Fragmentation Devices Weight (Pounds);Fragmentation Devices Weight (Tons);Total Weight (Pounds);Total Weight (Tons);Time Over Target;Bomb Damage Assessment;Source ID";Column 47;Column 48;Column 49;Column 50;Column 51;Column 52;Column 53;Column 54;Column 55;Column 56;Column 57;Column 58;Column 59;Column 60;Column 61
774;7;29;1944;8.92;52.3;GERMANY;MINDEN;ETO;;;;GB17;;;;;;;28091;UNIDENTIFIED TARGET;UNIDENTIFIED TARGETS;3;;1;1;1;;;;;;;;3;;;;;;;;;;3;;;"170008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
775;7;29;1944;7.95;52.7;GERMANY;QUAKENBRUCK;ETO;;;;B17;;;;;;;35273;UNIDENTIFIED TARGET;UNIDENTIFIED TARGETS;3;;1;1;1;;;;;;;;3;;;;;;;;;;3;;;"106408;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
776;7;29;1944;7.95;52.7;GERMANY;QUAKENBRUCK;ETO;;;;B17;;;;;;;35273;UNIDENTIFIED TARGET;UNIDENTIFIED TARGETS;3;;1;1;1;;;;;;;;3;;;;;;;;;;3;;;"170001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
777;7;29;1944;7.95;52.7;GERMANY;QUAKENBRUCK;ETO;;;;GB17;;;;;;;35273;UNIDENTIFIED TARGET;UNIDENTIFIED TARGETS;3;;1;1;1;;;;;;;;3;;;;;;;;;;3;;;"170009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
778;7;29;1944;9.47;51.32;GERMANY;SANDERSHAUSEN;ETO;;;;B17;;;;;;;38266;UNIDENTIFIED TARGET;UNIDENTIFIED TARGETS;3;;1;1;1;;;;;;;;3;;;;;;;;;;3;;;"106409;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
779;7;29;1944;9.47;51.32;GERMANY;SANDERSHAUSEN;ETO;;;;B17;;;;;;;38266;UNIDENTIFIED TARGET;UNIDENTIFIED TARGETS;3;;1;1;1;;;;;;;;3;;;;;;;;;;3;;;"106410;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
780;7;29;1944;9.47;51.32;GERMANY;SANDERSHAUSEN;ETO;;;;B17;;;;;;;38266;UNIDENTIFIED TARGET;UNIDENTIFIED TARGETS;3;;1;1;1;;;;;;;;3;;;;;;;;;;3;;;"170002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
781;7;29;1944;9.47;51.32;GERMANY;SANDERSHAUSEN;ETO;;;;B17;;;;;;;38266;UNIDENTIFIED TARGET;UNIDENTIFIED TARGETS;3;;1;1;1;;;;;;;;3;;;;;;;;;;3;;;"170003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
782;7;29;1944;9.47;51.32;GERMANY;SANDERSHAUSEN;ETO;;;;GB17;;;;;;;38266;UNIDENTIFIED TARGET;UNIDENTIFIED TARGETS;3;;1;1;1;;;;;;;;3;;;;;;;;;;3;;;"170010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
783;7;29;1944;9.47;51.32;GERMANY;SANDERSHAUSEN;ETO;;;;GB17;;;;;;;38266;UNIDENTIFIED TARGET;UNIDENTIFIED TARGETS;3;;1;1;1;;;;;;;;3;;;;;;;;;;3;;;"170011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
784;7;29;1944;5.2;50.8;BELGIUM;ST_TROND;ETO;GREAT BRITAIN;RAF;;LGT;;;;;;;41574;AIRDROME;AIR FIELDS AND AIRDROMES;;;3;3;3;;;;;;;;4;;;;;;;;;;4;;;"295681;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
785;7;29;1944;;;BELGIUM;;ETO;GREAT BRITAIN;RAF;;HAMP;;;;;;;99997;;AIR FIELDS AND AIRDROMES;;;1;1;1;;;;;;;;1;;;;;;;;;;1;;;"295684;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
786;7;29;1944;;;UNKNOWN_OR_NOT_INDICATED;UNIDENTIFIED;;USA;8 AF;;A20;;;;;;;44333;UNIDENTIFIED TARGET;UNIDENTIFIED TARGETS;1;40;5;5;5;;;;;;;;1;;;;1;;;;2;;4;;;"209603;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
787;7;29;1944;;;UNKNOWN_OR_NOT_INDICATED;UNIDENTIFIED;;USA;8 AF;;A20;;;;;;;44333;UNIDENTIFIED TARGET;UNIDENTIFIED TARGETS;1;40;5;5;5;;;;;;;;1;;;;1;;;;2;;4;;;"295683;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
788;7;29;1944;;;UNKNOWN_OR_NOT_INDICATED;UNIDENTIFIED;;USA;8 AF;;A20;;;;;;;44333;UNIDENTIFIED TARGET;UNIDENTIFIED TARGETS;1;;;;;;;;;;;;4;;;;;;;;;;4;;;"209602;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
789;7;29;1944;;;UNKNOWN_OR_NOT_INDICATED;UNIDENTIFIED;;USA;8 AF;;A20;;;;;;;44333;UNIDENTIFIED TARGET;UNIDENTIFIED TARGETS;1;;;;;;;;;;;;4;;;;;;;;;;4;;;"295682;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
790;7;29;1944;109.3333333;18.41666667;CHINA;SAMAH;CBI;USA;14 AF;374 BS;B24;;1;;;;;;BARRACKS;;1;145;;7;;;;;;;100 LB GP (GP-M30);;14;;;;;;;;;;14;;;"51065;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
791;7;29;1944;109.3333333;18.41666667;CHINA;SAMAH;CBI;USA;14 AF;375 BS;B24;;1;;;;;;BARRACKS;;1;140;;6;;;;;;;100 LB GP (GP-M30);;14;;;;;;;;;;14;;;"51066;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
792;7;29;1944;112.6666667;27.98333333;CHINA;SIANGTAN;CBI;USA;14 AF;75 FS;P40;;10;;;;;;UNIDENTIFIED TARGET;;1;100;;8;;;;;;;;;;;;;;0;69 LB FRAG (3X23 CLUSTERS);;;;;;;"51298;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
793;7;29;1944;112.5833333;26.93333333;CHINA;HENGYANG;CBI;USA;14 AF;75 FS;P40;;10;;;;;;UNIDENTIFIED TARGET;;1;90;;8;;;;;;;;;;;;;;0;69 LB FRAG (3X23 CLUSTERS);;;;;;;";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
794;7;29;1944;113.25;29.11666667;CHINA;SINTSIANG;CBI;USA;14 AF;74 FS;P40;;10;;;;;;AREA;;1;;;6;;;;;;;;;;;;;;0;69 LB FRAG (3X23 CLUSTERS);;;;;;;"51512;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
795;7;29;1944;98.48333333;25.01666667;CHINA;TENGCHUNG;CBI;USA;14 AF;22 BS;B25;;1;;;;;;AREA;;1;39;;3;;;;;;;;;;;;;;50;120 LB FRAG (6X20 CLUSTERS);;3;;3;;;"51885;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
796;7;29;1944;109.4666667;18.41666667;CHINA;SAMAH;CBI;USA;14 AF;425 BS;B24;;1;;;;;;AIRDROME;;1;150;;7;;;;;;;100 LB GP (GP-M30);;10;;;;;;;;;;10;;;"51050;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
797;7;29;1944;143.9166667;7.366666667;CAROLINE_ISLANDS;WOLEAI_ISLAND;PTO;USA;13 AF;372 BS;B24;;1;;;;;;SUPPLY AREA;;1;138;;6;;;;;;;100 LB GP (GP-M30);;9;;;;;;;;;;9;;;"41678;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
798;7;29;1944;143.9166667;7.366666667;CAROLINE_ISLANDS;WOLEAI_ISLAND;PTO;USA;13 AF;371 BS;B24;;1;;;;;;SUPPLY AREA;;1;133;;6;;;;;;;100 LB GP (GP-M30);;8;;;;;;;;;;8;;;"41677;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
799;7;29;1944;143.8833333;7.366666667;CAROLINE_ISLANDS;TAGAULAP_ISLAND;PTO;USA;13 AF;424 BS;B24;;1;;;;;;SUPPLY AREA;;1;104;;6;;;;;;;100 LB GP (GP-M30);;8;;;;;;;;;;8;;;"41489;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
800;7;29;1944;109.3333333;18.41666667;CHINA;SAMAH;CBI;USA;14 AF;373 BS;B24;;1;;;;;;BARRACKS;;1;150;;5;;;;;;;100 LB GP (GP-M30);;5;;;;;;;;;;5;;;"51064;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
801;2;16;1945;12.12;49.02;GERMANY;REGENSBURG;ETO;;;;B24;;;;;;;35773;A C ASSEMBLY;AIRCRAFT FACTORIES AND ASSEMBLY PLANTS;1;247;33;33;33;;;;;;;;65;;;;;;;;;;65;;;"116818;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
802;2;16;1945;12.12;49.02;GERMANY;REGENSBURG;ETO;;;;B24;;;;;;;35773;A C ASSEMBLY;AIRCRAFT FACTORIES AND ASSEMBLY PLANTS;1;247;33;33;33;;;;;;;;65;;;;;;;;;;65;;;"185925;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
803;2;16;1945;12.12;49.02;GERMANY;REGENSBURG;ETO;;;;B24;;;;;;;35773;A C ASSEMBLY;AIRCRAFT FACTORIES AND ASSEMBLY PLANTS;1;247;33;33;33;;;;;;;;65;;;;;;;;;;65;;;"186003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
804;2;16;1945;;;GERMANY;OSNABRUCK;ETO;;;;B24;;;;;;;32420;;;;;;RR INSTALLATIONS;  TRACKS;  MARSHALLING YARDS;  AND STATIONS;;;;;;;2;52.28;8.05;245;26;26;26;;;;;;;;79;;;;;;;;;;79;;;"186065;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
805;2;16;1945;;;GERMANY;OSNABRUCK;ETO;;;;B24;;;;;;;32420;;;;;;RR INSTALLATIONS;  TRACKS;  MARSHALLING YARDS;  AND STATIONS;;;;;;;2;52.28;8.05;240;19;19;19;;;;;;;;46;;;;;;;;;;46;;;"186063;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
806;2;16;1945;;;GERMANY;RHEINE;ETO;;;;B24;;;;;;;36269;;;;;;RR INSTALLATIONS;  TRACKS;  MARSHALLING YARDS;  AND STATIONS;;;;;;;2;52.3;7.43;240;19;19;19;;;;;;;;51;;;;;;;;;;51;;;"186074;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
807;2;16;1945;;;GERMANY;RHEINE;ETO;;;;B17;;;;;;;36269;;;;;;RR INSTALLATIONS;  TRACKS;  MARSHALLING YARDS;  AND STATIONS;;;;;;;2;52.3;7.43;239;11;11;11;;;;;;;;33;;;;;;;;;;33;;;"186069;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
808;2;16;1945;;;GERMANY;HAMM;ETO;;;;B17;;;;;;;17738;;;;;;RR INSTALLATIONS;  TRACKS;  MARSHALLING YARDS;  AND STATIONS;;;;;;;2;51.67;7.8;235;23;23;23;;;;;;;;67;;;;;;;;;;67;;;"186056;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
809;2;16;1945;;;GERMANY;HAMM;ETO;;;;B17;;;;;;;17738;;;;;;RR INSTALLATIONS;  TRACKS;  MARSHALLING YARDS;  AND STATIONS;;;;;;;2;51.67;7.8;235;32;32;32;;;;;;;;96;;;;;;;;;;96;;;"186057;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
810;2;16;1945;;;GERMANY;OSNABRUCK;ETO;;;;B24;;;;;;;32420;;;;;;RR INSTALLATIONS;  TRACKS;  MARSHALLING YARDS;  AND STATIONS;;;;;;;2;52.28;8.05;235;30;30;30;;;;;;;;81;;;;;;;;;;81;;;"186064;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
811;2;16;1945;;;GERMANY;OSNABRUCK;ETO;;;;B24;;;;;;;32420;;;;;;RR INSTALLATIONS;  TRACKS;  MARSHALLING YARDS;  AND STATIONS;;;;;;;2;52.28;8.05;235;28;28;28;;;;;;;;75;;;;;;;;;;75;;;"186067;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
812;2;16;1945;12.12;49.02;GERMANY;REGENSBURG;ETO;;;;B24;;;;;;;35773;A C ASSEMBLY;AIRCRAFT FACTORIES AND ASSEMBLY PLANTS;1;235;29;29;29;;;;;;;;;;;;;;;;58;;58;;;"116814;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
813;2;16;1945;12.12;49.02;GERMANY;REGENSBURG;ETO;;;;B24;;;;;;;35773;A C ASSEMBLY;AIRCRAFT FACTORIES AND ASSEMBLY PLANTS;1;235;29;29;29;;;;;;;;;;;;;;;;58;;58;;;"185921;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
814;2;16;1945;12.12;49.02;GERMANY;REGENSBURG;ETO;;;;B24;;;;;;;35773;A C ASSEMBLY;AIRCRAFT FACTORIES AND ASSEMBLY PLANTS;1;235;29;29;29;;;;;;;;;;;;;;;;58;;58;;;"185999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
815;2;16;1945;6.62;51.65;GERMANY;WESEL;ETO;;;;B17;;;;;;;46892;;BRIDGES;1;231;12;12;12;;;;;;;;36;;;;;;;;;;36;;;"186078;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
816;2;16;1945;;;GERMANY;HAMM;ETO;;;;B17;;;;;;;17738;;;;;;RR INSTALLATIONS;  TRACKS;  MARSHALLING YARDS;  AND STATIONS;;;;;;;1;51.67;7.8;230;32;32;32;;;;;;;;96;;;;;;;;;;96;;;"186051;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
817;2;16;1945;;;GERMANY;HAMM;ETO;;;;B17;;;;;;;17738;;;;;;RR INSTALLATIONS;  TRACKS;  MARSHALLING YARDS;  AND STATIONS;;;;;;;1;51.67;7.8;230;10;10;10;;;;;;;;30;;;;;;;;;;30;;;"186052;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
818;2;16;1945;;;GERMANY;HAMM;ETO;;;;B17;;;;;;;17738;;;;;;RR INSTALLATIONS;  TRACKS;  MARSHALLING YARDS;  AND STATIONS;;;;;;;1;51.67;7.8;230;36;36;36;;;;;;;;108;;;;;;;;;;108;;;"186053;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
819;2;16;1945;;;GERMANY;HAMM;ETO;;;;B17;;;;;;;17738;;;;;;RR INSTALLATIONS;  TRACKS;  MARSHALLING YARDS;  AND STATIONS;;;;;;;2;51.67;7.8;230;35;35;35;;;;;;;;102;;;;;;;;;;102;;;"186058;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
820;2;16;1945;;;GERMANY;OSNABRUCK;ETO;;;;B24;;;;;;;32420;;;;;;RR INSTALLATIONS;  TRACKS;  MARSHALLING YARDS;  AND STATIONS;;;;;;;2;52.28;8.05;230;29;29;29;;;;;;;;88;;;;;;;;;;88;;;"186062;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
821;2;16;1945;;;GERMANY;OSNABRUCK;ETO;;;;B24;;;;;;;32420;;;;;;RR INSTALLATIONS;  TRACKS;  MARSHALLING YARDS;  AND STATIONS;;;;;;;2;52.28;8.05;230;36;36;36;;;;;;;;101;;;;;;;;;;101;;;"186066;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
822;2;16;1945;12.12;49.02;GERMANY;REGENSBURG;ETO;;;;B24;;;;;;;35773;A C ASSEMBLY;AIRCRAFT FACTORIES AND ASSEMBLY PLANTS;1;230;25;25;25;;;;;;;;;;;;;;;;55;;55;;;"116816;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
