Mission_ID;Mission_Month;Mission_Day;Mission_Year;Target_Longitude;Target_Latitude;Target_Country;Target_City;Theater of Operations;Country;Air Force;Unit ID;Aircraft Series;Callsign;Mission Type;Takeoff Base;Takeoff Location;Takeoff Latitude;Takeoff Longitude;Target ID;Target Type;Target Industry;Target Priority;Altitude (Hundreds of Feet);Airborne Aircraft;Attacking Aircraft;Bombing Aircraft;Aircraft Returned;Aircraft Failed;Aircraft Damaged;Aircraft Lost;High Explosives;High Explosives Type;High Explosives Weight (Pounds);High Explosives Weight (Tons);Incendiary Devices;Incendiary Devices Type;Incendiary Devices Weight (Pounds);Incendiary Devices Weight (Tons);Fragmentation Devices;Fragmentation Devices Type;Fragmentation Devices Weight (Pounds);Fragmentation Devices Weight (Tons);Total Weight (Pounds);Total Weight (Tons);Time Over Target;Bomb Damage Assessment;"Source ID;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Mission ID;Mission_Date;Theater of Operations;Country;Air Force;Unit ID;Aircraft Series;Callsign;Mission Type;Takeoff Base;Takeoff Location;Takeoff Latitude;Takeoff Longitude;Target ID;Target Country;Target City;Target Type;Target Industry;Target Priority;Target Latitude;Target Longitude;Altitude (Hundreds of Feet);Airborne Aircraft;Attacking Aircraft;Bombing Aircraft;Aircraft Returned;Aircraft Failed;Aircraft Damaged;Aircraft Lost;High Explosives;High Explosives Type;High Explosives Weight (Pounds);High Explosives Weight (Tons);Incendiary Devices;Incendiary Devices Type;Incendiary Devices Weight (Pounds);Incendiary Devices Weight (Tons);Fragmentation Devices;Fragmentation Devices Type;Fragmentation Devices Weight (Pounds);Fragmentation Devices Weight (Tons);Total Weight (Pounds);Total Weight (Tons);Time Over Target;Bomb Damage Assessment;Source ID";Column 47;Column 48;Column 49;Column 50;Column 51;Column 52;Column 53;Column 54;Column 55;Column 56;Column 57;Column 58;Column 59;Column 60;Column 61
500;7;29;1944;8.72;53.08;GERMANY;BREMEN;ETO;;;;B24;;;;;;;5819;OSLEBHAUSEN OIL REF;OIL REFINERIES;1;230;38;38;38;;;;;;;;110;;;;;;;;;;110;;;"170032;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
501;2;16;1945;7.45;51.52;GERMANY;DORTMUND;ETO;;;;GB17;;;;;;;11336;MINSTERSTEIN COKING;CHEMICAL PLANTS;1;261;12;12;12;;;;;;;;36;;;;;;;;;;36;;;"116834;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
502;2;16;1945;7.45;51.52;GERMANY;DORTMUND;ETO;;;;B17;;;;;;;11336;MINSTERSTEIN COKING;CHEMICAL PLANTS;1;261;11;11;11;;;;;;;;33;;;;;;;;;;33;;;"185967;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
503;2;16;1945;7.45;51.52;GERMANY;DORTMUND;ETO;;;;B17;;;;;;;11336;MINSTERSTEIN COKING;CHEMICAL PLANTS;1;261;12;12;12;;;;;;;;36;;;;;;;;;;36;;;"185973;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
504;2;16;1945;7.45;51.52;GERMANY;DORTMUND;ETO;;;;GB17;;;;;;;11336;MINSTERSTEIN COKING;CHEMICAL PLANTS;1;261;11;11;11;;;;;;;;33;;;;;;;;;;33;;;"186007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
505;2;16;1945;7.45;51.52;GERMANY;DORTMUND;ETO;;;;GB17;;;;;;;11336;MINSTERSTEIN COKING;CHEMICAL PLANTS;1;261;12;12;12;;;;;;;;36;;;;;;;;;;36;;;"186013;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
506;2;16;1945;7.45;51.52;GERMANY;DORTMUND;ETO;;;;B17;;;;;;;11336;MINSTERSTEIN COKING;CHEMICAL PLANTS;1;260;12;12;12;;;;;;;;36;;;;;;;;;;36;;;"116774;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
507;2;16;1945;7.45;51.52;GERMANY;DORTMUND;ETO;;;;B17;;;;;;;11336;MINSTERSTEIN COKING;CHEMICAL PLANTS;1;260;1;1;1;;;;;;;;3;;;;;;;;;;3;;;"116777;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
508;2;16;1945;7.45;51.52;GERMANY;DORTMUND;ETO;;;;B17;;;;;;;11336;MINSTERSTEIN COKING;CHEMICAL PLANTS;1;260;13;13;13;;;;;;;;32;;;;;;;;;;32;;;"116782;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
509;2;16;1945;7.45;51.52;GERMANY;DORTMUND;ETO;;;;GB17;;;;;;;11336;MINSTERSTEIN COKING;CHEMICAL PLANTS;1;260;12;12;12;;;;;;;;36;;;;;;;;;;36;;;"116835;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
510;2;16;1945;7.45;51.52;GERMANY;DORTMUND;ETO;;;;GB17;;;;;;;11336;MINSTERSTEIN COKING;CHEMICAL PLANTS;1;260;1;1;1;;;;;;;;3;;;;;;;;;;3;;;"116837;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
511;2;16;1945;7.45;51.52;GERMANY;DORTMUND;ETO;;;;GB17;;;;;;;11336;MINSTERSTEIN COKING;CHEMICAL PLANTS;1;260;13;13;13;;;;;;;;32;;;;;;;;;;32;;;"116842;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
512;2;16;1945;7.45;51.52;GERMANY;DORTMUND;ETO;;;;B17;;;;;;;11336;MINSTERSTEIN COKING;CHEMICAL PLANTS;1;260;12;12;12;;;;;;;;36;;;;;;;;;;36;;;"185974;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
513;2;16;1945;7.45;51.52;GERMANY;DORTMUND;ETO;;;;B17;;;;;;;11336;MINSTERSTEIN COKING;CHEMICAL PLANTS;1;260;1;1;1;;;;;;;;3;;;;;;;;;;3;;;"185977;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
514;2;16;1945;7.45;51.52;GERMANY;DORTMUND;ETO;;;;B17;;;;;;;11336;MINSTERSTEIN COKING;CHEMICAL PLANTS;1;260;13;13;13;;;;;;;;32;;;;;;;;;;32;;;"185982;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
515;2;16;1945;7.45;51.52;GERMANY;DORTMUND;ETO;;;;GB17;;;;;;;11336;MINSTERSTEIN COKING;CHEMICAL PLANTS;1;260;12;12;12;;;;;;;;36;;;;;;;;;;36;;;"186014;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
516;2;16;1945;7.45;51.52;GERMANY;DORTMUND;ETO;;;;GB17;;;;;;;11336;MINSTERSTEIN COKING;CHEMICAL PLANTS;1;260;1;1;1;;;;;;;;3;;;;;;;;;;3;;;"186016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
517;2;16;1945;7.45;51.52;GERMANY;DORTMUND;ETO;;;;GB17;;;;;;;11336;MINSTERSTEIN COKING;CHEMICAL PLANTS;1;260;13;13;13;;;;;;;;32;;;;;;;;;;32;;;"186021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
518;2;16;1945;7.45;51.52;GERMANY;DORTMUND;ETO;;;;B17;;;;;;;11336;MINSTERSTEIN COKING;CHEMICAL PLANTS;1;256;11;11;11;;;;;;;;33;;;;;;;;;;33;;;"116771;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
519;2;16;1945;7.45;51.52;GERMANY;DORTMUND;ETO;;;;B17;;;;;;;11336;MINSTERSTEIN COKING;CHEMICAL PLANTS;1;256;12;12;12;;;;;;;;36;;;;;;;;;;36;;;"116776;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
520;2;16;1945;7.45;51.52;GERMANY;DORTMUND;ETO;;;;GB17;;;;;;;11336;MINSTERSTEIN COKING;CHEMICAL PLANTS;1;256;11;11;11;;;;;;;;33;;;;;;;;;;33;;;"116832;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
521;2;16;1945;7.45;51.52;GERMANY;DORTMUND;ETO;;;;B17;;;;;;;11336;MINSTERSTEIN COKING;CHEMICAL PLANTS;1;256;11;11;11;;;;;;;;33;;;;;;;;;;33;;;"185971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
522;2;16;1945;7.45;51.52;GERMANY;DORTMUND;ETO;;;;B17;;;;;;;11336;MINSTERSTEIN COKING;CHEMICAL PLANTS;1;256;12;12;12;;;;;;;;36;;;;;;;;;;36;;;"185976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
523;2;16;1945;7.45;51.52;GERMANY;DORTMUND;ETO;;;;GB17;;;;;;;11336;MINSTERSTEIN COKING;CHEMICAL PLANTS;1;256;11;11;11;;;;;;;;33;;;;;;;;;;33;;;"186011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
524;2;16;1945;7.45;51.52;GERMANY;DORTMUND;ETO;;;;B17;;;;;;;11336;MINSTERSTEIN COKING;CHEMICAL PLANTS;1;255;13;13;13;;;;;;;;39;;;;;;;;;;39;;;"116768;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
525;2;16;1945;7.45;51.52;GERMANY;DORTMUND;ETO;;;;GB17;;;;;;;11336;MINSTERSTEIN COKING;CHEMICAL PLANTS;1;255;13;13;13;;;;;;;;39;;;;;;;;;;39;;;"116829;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
526;2;16;1945;7.45;51.52;GERMANY;DORTMUND;ETO;;;;B17;;;;;;;11336;MINSTERSTEIN COKING;CHEMICAL PLANTS;1;255;13;13;13;;;;;;;;39;;;;;;;;;;39;;;"185968;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
527;2;16;1945;7.45;51.52;GERMANY;DORTMUND;ETO;;;;GB17;;;;;;;11336;MINSTERSTEIN COKING;CHEMICAL PLANTS;1;255;13;13;13;;;;;;;;39;;;;;;;;;;39;;;"186008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
528;2;16;1945;7.45;51.52;GERMANY;DORTMUND;ETO;;;;B17;;;;;;;11336;MINSTERSTEIN COKING;CHEMICAL PLANTS;1;252;13;13;13;;;;;;;;39;;;;;;;;;;39;;;"116775;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
529;2;16;1945;7.45;51.52;GERMANY;DORTMUND;ETO;;;;GB17;;;;;;;11336;MINSTERSTEIN COKING;CHEMICAL PLANTS;1;252;13;13;13;;;;;;;;39;;;;;;;;;;39;;;"116836;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
530;2;16;1945;7.45;51.52;GERMANY;DORTMUND;ETO;;;;B17;;;;;;;11336;MINSTERSTEIN COKING;CHEMICAL PLANTS;1;252;13;13;13;;;;;;;;39;;;;;;;;;;39;;;"185975;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
531;2;16;1945;7.45;51.52;GERMANY;DORTMUND;ETO;;;;GB17;;;;;;;11336;MINSTERSTEIN COKING;CHEMICAL PLANTS;1;252;13;13;13;;;;;;;;39;;;;;;;;;;39;;;"186015;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
532;2;16;1945;7.45;51.52;GERMANY;DORTMUND;ETO;;;;B17;;;;;;;11336;MINSTERSTEIN COKING;CHEMICAL PLANTS;1;251;12;12;12;;;;;;;;36;;;;;;;;;;36;;;"116772;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
533;2;16;1945;7.45;51.52;GERMANY;DORTMUND;ETO;;;;B17;;;;;;;11336;MINSTERSTEIN COKING;CHEMICAL PLANTS;1;251;2;2;2;;;;;;;;5;;;;;;;;;;5;;;"116778;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
534;2;16;1945;7.45;51.52;GERMANY;DORTMUND;ETO;;;;GB17;;;;;;;11336;MINSTERSTEIN COKING;CHEMICAL PLANTS;1;251;12;12;12;;;;;;;;36;;;;;;;;;;36;;;"116833;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
535;2;16;1945;7.45;51.52;GERMANY;DORTMUND;ETO;;;;GB17;;;;;;;11336;MINSTERSTEIN COKING;CHEMICAL PLANTS;1;251;2;2;2;;;;;;;;5;;;;;;;;;;5;;;"116838;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
536;2;16;1945;7.45;51.52;GERMANY;DORTMUND;ETO;;;;B17;;;;;;;11336;MINSTERSTEIN COKING;CHEMICAL PLANTS;1;251;12;12;12;;;;;;;;36;;;;;;;;;;36;;;"185972;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
537;2;16;1945;7.45;51.52;GERMANY;DORTMUND;ETO;;;;B17;;;;;;;11336;MINSTERSTEIN COKING;CHEMICAL PLANTS;1;251;2;2;2;;;;;;;;5;;;;;;;;;;5;;;"185978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
538;2;16;1945;7.45;51.52;GERMANY;DORTMUND;ETO;;;;GB17;;;;;;;11336;MINSTERSTEIN COKING;CHEMICAL PLANTS;1;251;12;12;12;;;;;;;;36;;;;;;;;;;36;;;"186012;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
539;2;16;1945;7.45;51.52;GERMANY;DORTMUND;ETO;;;;GB17;;;;;;;11336;MINSTERSTEIN COKING;CHEMICAL PLANTS;1;251;2;2;2;;;;;;;;5;;;;;;;;;;5;;;"186017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
540;2;16;1945;7.45;51.52;GERMANY;DORTMUND;ETO;;;;B17;;;;;;;11336;MINSTERSTEIN COKING;CHEMICAL PLANTS;1;250;1;1;1;;;;;;;;3;;;;;;;;;;3;;;"116770;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
541;2;16;1945;7.45;51.52;GERMANY;DORTMUND;ETO;;;;GB17;;;;;;;11336;MINSTERSTEIN COKING;CHEMICAL PLANTS;1;250;1;1;1;;;;;;;;3;;;;;;;;;;3;;;"116831;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
542;2;16;1945;7.45;51.52;GERMANY;DORTMUND;ETO;;;;B17;;;;;;;11336;MINSTERSTEIN COKING;CHEMICAL PLANTS;1;250;1;1;1;;;;;;;;3;;;;;;;;;;3;;;"185970;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
543;2;16;1945;7.45;51.52;GERMANY;DORTMUND;ETO;;;;GB17;;;;;;;11336;MINSTERSTEIN COKING;CHEMICAL PLANTS;1;250;1;1;1;;;;;;;;3;;;;;;;;;;3;;;"186010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
544;2;16;1945;7.45;51.52;GERMANY;DORTMUND;ETO;;;;B17;;;;;;;11336;MINSTERSTEIN COKING;CHEMICAL PLANTS;1;249;11;11;11;;;;;;;;27;;;;;;;;;;27;;;"116784;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
545;2;16;1945;7.45;51.52;GERMANY;DORTMUND;ETO;;;;GB17;;;;;;;11336;MINSTERSTEIN COKING;CHEMICAL PLANTS;1;249;11;11;11;;;;;;;;27;;;;;;;;;;27;;;"116844;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
546;2;16;1945;7.45;51.52;GERMANY;DORTMUND;ETO;;;;B17;;;;;;;11336;MINSTERSTEIN COKING;CHEMICAL PLANTS;1;249;11;11;11;;;;;;;;27;;;;;;;;;;27;;;"185984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
547;2;16;1945;7.45;51.52;GERMANY;DORTMUND;ETO;;;;GB17;;;;;;;11336;MINSTERSTEIN COKING;CHEMICAL PLANTS;1;249;11;11;11;;;;;;;;27;;;;;;;;;;27;;;"186023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
548;2;16;1945;7.45;51.52;GERMANY;DORTMUND;ETO;;;;B17;;;;;;;11336;MINSTERSTEIN COKING;CHEMICAL PLANTS;1;;10;10;10;;;;;;;;25;;;;;;;;;;25;;;"116785;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
549;2;16;1945;7.45;51.52;GERMANY;DORTMUND;ETO;;;;GB17;;;;;;;11336;MINSTERSTEIN COKING;CHEMICAL PLANTS;1;;10;10;10;;;;;;;;25;;;;;;;;;;25;;;"116845;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
550;2;16;1945;7.45;51.52;GERMANY;DORTMUND;ETO;;;;B17;;;;;;;11336;MINSTERSTEIN COKING;CHEMICAL PLANTS;1;;10;10;10;;;;;;;;25;;;;;;;;;;25;;;"185985;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;";;;;;;;;;;;;;;;
